code_type;code_commune;geo point;geo shape;infobulle;nom;ligne;en_service;couvert;etiquette;num_sation;nb_bornettes;rue;mot_directeur;No;locations_2016;nb_places
17;6;43.58930245604974, 1.4317803032231584;"{""coordinates"": [[1.431780303223158, 43.58930245604974]], ""type"": ""MultiPoint""}";"AVENUE DE MURET - MARCEL CAVAILLE
ligne T1";AVENUE DE MURET - MARCEL CAVAILLE;T1;2013;Aérien;Avenue de Muret-Marcel Cavaillé;;;;;;;
17;6;43.592744550846625, 1.4440361121619238;"{""coordinates"": [[1.444036112161924, 43.592744550846625]], ""type"": ""MultiPoint""}";"PALAIS DE JUSTICE
ligne T1";PALAIS DE JUSTICE;T1;2013;Aérien;Palais de justice;;;;;;;
17;3;43.63134028147687, 1.3743750605910123;"{""coordinates"": [[1.374375060591012, 43.63134028147687]], ""type"": ""MultiPoint""}";"AEROPORT
ligne T2";AEROPORT;T2;2015;Aérien;Aéroport;;;;;;;
17;2;43.66764678464159, 1.3599434505598815;"{""coordinates"": [[1.359943450559882, 43.66764678464159]], ""type"": ""MultiPoint""}";"PARC DES EXPOSITIONS
ligne T1";PARC DES EXPOSITIONS;T1;2020;Aérien;Parc des Expositions;;;;;;;
17;3;43.644754167912254, 1.3774639249252767;"{""coordinates"": [[1.377463924925277, 43.644754167912254]], ""type"": ""MultiPoint""}";"GRAND NOBLE
ligne T1";GRAND NOBLE;T1;2010;Aérien;Grand Noble;;;;;;;
17;3;43.636243935393175, 1.3853418072225077;"{""coordinates"": [[1.385341807222508, 43.636243935393175]], ""type"": ""MultiPoint""}";"ODYSSUD RITOURET
ligne T1";ODYSSUD RITOURET;T1;2010;Aérien;Odyssud-Ritouret;;;;;;;
17;3;43.63675043507753, 1.3900623708230377;"{""coordinates"": [[1.390062370823038, 43.63675043507753]], ""type"": ""MultiPoint""}";"PLACE DU RELAIS
ligne T1";PLACE DU RELAIS;T1;2010;Aérien;Place du Relais;;;;;;;
17;3;43.62548540461833, 1.3934788817063193;"{""coordinates"": [[1.393478881706319, 43.62548540461833]], ""type"": ""MultiPoint""}";"SERVANTY AIRBUS
ligne T1";SERVANTY AIRBUS;T1;2010;Aérien;Servanty-Airbus;;;;;;;
17;6;43.614084691299624, 1.3983093859403866;"{""coordinates"": [[1.398309385940387, 43.614084691299624]], ""type"": ""MultiPoint""}";"ARENES ROMAINES
ligne T1";ARENES ROMAINES;T1;2010;Aérien;Arènes Romaines;;;;;;;
17;6;43.6008514844726, 1.411385934553249;"{""coordinates"": [[1.411385934553249, 43.6008514844726]], ""type"": ""MultiPoint""}";"ZENITH
ligne T1";ZENITH;T1;2010;Aérien;Zénith;;;;;;;
17;6;43.592625349649396, 1.4354993849495135;"{""coordinates"": [[1.435499384949513, 43.592625349649396]], ""type"": ""MultiPoint""}";"FER A CHEVAL
ligne T1";FER A CHEVAL;T1;2013;Aérien;Fer à cheval;;;;;;;
17;3;43.64853137755017, 1.375641977702061;"{""coordinates"": [[1.375641977702061, 43.64853137755017]], ""type"": ""MultiPoint""}";"PLACE GEORGES BRASSENS
ligne T1";PLACE GEORGES BRASSENS;T1;2010;Aérien;Place Georges Brassens;;;;;;;
17;6;43.59488281564637, 1.4094307705611087;"{""coordinates"": [[1.409430770561109, 43.59488281564637]], ""type"": ""MultiPoint""}";"HIPPODROME
ligne T1";HIPPODROME;T1;2010;Aérien;Hippodrome;;;;;;;
17;6;43.59282790479078, 1.4179403080010222;"{""coordinates"": [[1.417940308001022, 43.59282790479078]], ""type"": ""MultiPoint""}";"ARENES
ligne T1";ARENES;T1;2010;Aérien;Arènes;;;;;;;
17;6;43.5896899913399, 1.421597493275833;"{""coordinates"": [[1.421597493275833, 43.5896899913399]], ""type"": ""MultiPoint""}";"DEODAT DE SEVERAC
ligne T1";DEODAT DE SEVERAC;T1;2013;Aérien;Déodat de Séverac;;;;;;;
17;3;43.62438397124793, 1.3867617250202497;"{""coordinates"": [[1.38676172502025, 43.62438397124793]], ""type"": ""MultiPoint""}";"NADOT
ligne T2";NADOT;T2;2015;Aérien;Nadot;;;;;;;
17;3;43.65482367917507, 1.3735825810520388;"{""coordinates"": [[1.373582581052039, 43.65482367917507]], ""type"": ""MultiPoint""}";"ANDROMEDE LYCEE
ligne T1";ANDROMEDE LYCEE;T1;2010;Aérien;Andromède-Lycée;;;;;;;
17;3;43.64050780714941, 1.3825570833346879;"{""coordinates"": [[1.382557083334688, 43.64050780714941]], ""type"": ""MultiPoint""}";"PATINOIRE BARRADELS
ligne T1";PATINOIRE BARRADELS;T1;2010;Aérien;Patinoire-Barradels;;;;;;;
17;3;43.630865024117426, 1.3917366126127853;"{""coordinates"": [[1.391736612612785, 43.630865024117426]], ""type"": ""MultiPoint""}";"GUYENNE BERRY
ligne T1";GUYENNE BERRY;T1;2010;Aérien;Guyenne-Berry;;;;;;;
17;6;43.609107245760164, 1.402001744875977;"{""coordinates"": [[1.402001744875977, 43.609107245760164]], ""type"": ""MultiPoint""}";"PURPAN
ligne T1";PURPAN;T1;2010;Aérien;Purpan;;;;;;;
17;6;43.60312658606025, 1.407676393256462;"{""coordinates"": [[1.407676393256462, 43.60312658606025]], ""type"": ""MultiPoint""}";"CARTOUCHERIE
ligne T1";CARTOUCHERIE;T1;2010;Aérien;Cartoucherie;;;;;;;
17;6;43.58564645360405, 1.427813515462636;"{""coordinates"": [[1.427813515462636, 43.58564645360405]], ""type"": ""MultiPoint""}";"CROIX DE PIERRE
ligne T1";CROIX DE PIERRE;T1;2013;Aérien;Croix de Pierre;;;;;;;
17;3;43.62884803957818, 1.3793727040106212;"{""coordinates"": [[1.379372704010621, 43.62884803957818]], ""type"": ""MultiPoint""}";"DAURAT
ligne T2";DAURAT;T2;2015;Aérien;Daurat;;;;;;;
17;3;43.663455662614005, 1.3626061300115513;"{""coordinates"": [[1.362606130011551, 43.663455662614005]], ""type"": ""MultiPoint""}";"AEROCONSTELLATION
ligne T1";AEROCONSTELLATION;T1;2010;Aérien;Aéroconstellation;;;;;;;
17;2;43.66025518959788, 1.36950733519988;"{""coordinates"": [[1.36950733519988, 43.66025518959788]], ""type"": ""MultiPoint""}";"BEAUZELLE - AEROSCOPIA
ligne T1";BEAUZELLE - AEROSCOPIA;T1;2010;Aérien;Beauzelle-Aéroscopia;;;;;;;
17;3;43.63431428630999, 1.391288326642886;"{""coordinates"": [[1.391288326642886, 43.63431428630999]], ""type"": ""MultiPoint""}";"PASTEUR MAIRIE DE BLAGNAC
ligne T1";PASTEUR MAIRIE DE BLAGNAC;T1;2010;Aérien;Pasteur-Mairie de Blagnac;;;;;;;
17;6;43.618220590999165, 1.3969099594913592;"{""coordinates"": [[1.396909959491359, 43.618220590999165]], ""type"": ""MultiPoint""}";"ANCELY
ligne T1";ANCELY;T1;2010;Aérien;Ancely;;;;;;;
17;6;43.59220355060642, 1.4404232608429135;"{""coordinates"": [[1.440423260842913, 43.59220355060642]], ""type"": ""MultiPoint""}";"ILE DU RAMIER
ligne T1";ILE DU RAMIER;T1;2013;Aérien;Ile du Ramier;;;;;;;
12;6;43.58757348797007, 1.418453529350981;"{""coordinates"": [[1.418453529350981, 43.58757348797007]], ""type"": ""MultiPoint""}";"FONTAINE LESTANG
Ligne A";FONTAINE LESTANG;A;1993;Souterrain;;;;;;;;
12;6;43.5933929321513, 1.418538498208156;"{""coordinates"": [[1.418538498208156, 43.5933929321513]], ""type"": ""MultiPoint""}";"ARENES
Ligne A";ARENES;A;1993;Souterrain;;;;;;;;
12;6;43.59799272729182, 1.4317061900326726;"{""coordinates"": [[1.431706190032673, 43.59799272729182]], ""type"": ""MultiPoint""}";"SAINT-CYPRIEN REPUBLIQUE
Ligne A";SAINT-CYPRIEN REPUBLIQUE;A;1993;Souterrain;;;;;;;;
12;6;43.60001627685322, 1.443936796132251;"{""coordinates"": [[1.443936796132251, 43.60001627685322]], ""type"": ""MultiPoint""}";"ESQUIROL
Ligne A";ESQUIROL;A;1993;Souterrain;;;;;;;;
12;5;43.555767647152315, 1.4763720456173224;"{""coordinates"": [[1.476372045617322, 43.555767647152315]], ""type"": ""MultiPoint""}";"RAMONVILLE
Ligne B";RAMONVILLE;B;2007;Souterrain;;;;;;;;
12;6;43.57477960666267, 1.4617559683817831;"{""coordinates"": [[1.461755968381783, 43.57477960666267]], ""type"": ""MultiPoint""}";"RANGUEIL
Ligne B";RANGUEIL;B;2007;Souterrain;;;;;;;;
12;6;43.57979237408464, 1.4589314572207916;"{""coordinates"": [[1.458931457220792, 43.57979237408464]], ""type"": ""MultiPoint""}";"SAOUZELONG
Ligne B";SAOUZELONG;B;2007;Souterrain;;;;;;;;
12;6;43.58635889717783, 1.4471457516332067;"{""coordinates"": [[1.447145751633207, 43.58635889717783]], ""type"": ""MultiPoint""}";"SAINT-MICHEL - MARCEL LANGER
Ligne B";SAINT-MICHEL - MARCEL LANGER;B;2007;Souterrain;;;;;;;;
12;6;43.620270202991705, 1.4358876153661155;"{""coordinates"": [[1.435887615366116, 43.620270202991705]], ""type"": ""MultiPoint""}";"MINIMES - CLAUDE NOUGARO
Ligne B";MINIMES - CLAUDE NOUGARO;B;2007;Souterrain;;;;;;;;
12;6;43.62659649424993, 1.4339707272427522;"{""coordinates"": [[1.433970727242752, 43.62659649424993]], ""type"": ""MultiPoint""}";"BARRIERE DE PARIS
Ligne B";BARRIERE DE PARIS;B;2007;Souterrain;;;;;;;;
16;6;43.60252654564498, 1.353127590811169;"{""coordinates"": [[1.353127590811169, 43.60252654564498]], ""type"": ""MultiPoint""}";"RAMASSIERS
Ligne C";RAMASSIERS;C;1993;Aérien;;;;;;;;
12;6;43.57468748241411, 1.4020013333718613;"{""coordinates"": [[1.402001333371861, 43.57468748241411]], ""type"": ""MultiPoint""}";"MIRAIL - UNIVERSITE
Ligne A";MIRAIL - UNIVERSITE;A;1993;Souterrain;;;;;;;;
12;6;43.604222531004666, 1.4450327733242767;"{""coordinates"": [[1.445032773324277, 43.604222531004666]], ""type"": ""MultiPoint""}";"CAPITOLE
Ligne A";CAPITOLE;A;1993;Souterrain;;;;;;;;
12;6;43.606192751039465, 1.4496318692267398;"{""coordinates"": [[1.44963186922674, 43.606192751039465]], ""type"": ""MultiPoint""}";"JEAN JAURES
Ligne A";JEAN JAURES;A;1993;Souterrain;;;;;;;;
12;6;43.624340910857185, 1.4767514547671785;"{""coordinates"": [[1.476751454767179, 43.624340910857185]], ""type"": ""MultiPoint""}";"ARGOULETS
Ligne A";ARGOULETS;A;2003;Souterrain;;;;;;;;
12;6;43.60901186063048, 1.4451953289296746;"{""coordinates"": [[1.445195328929675, 43.60901186063048]], ""type"": ""MultiPoint""}";"JEANNE D'ARC
Ligne B";JEANNE D'ARC;B;2007;Souterrain;;;;;;;;
12;6;43.61058045984865, 1.4355289893034073;"{""coordinates"": [[1.435528989303407, 43.61058045984865]], ""type"": ""MultiPoint""}";"COMPANS-CAFFARELLI
Ligne B";COMPANS-CAFFARELLI;B;2007;Souterrain;;;;;;;;
12;6;43.640523104227434, 1.452534347790426;"{""coordinates"": [[1.452534347790426, 43.640523104227434]], ""type"": ""MultiPoint""}";"BORDEROUGE
Ligne B";BORDEROUGE;B;2007;Souterrain;;;;;;;;
12;6;43.56607031965527, 1.3979818443666365;"{""coordinates"": [[1.397981844366637, 43.56607031965527]], ""type"": ""MultiPoint""}";"BELLEFONTAINE
Ligne A";BELLEFONTAINE;A;1993;Souterrain;;;;;;;;
12;6;43.5800005451905, 1.412317761019293;"{""coordinates"": [[1.412317761019293, 43.5800005451905]], ""type"": ""MultiPoint""}";"BAGATELLE
Ligne A";BAGATELLE;A;1993;Souterrain;;;;;;;;
12;6;43.58343156694219, 1.4151007911961317;"{""coordinates"": [[1.415100791196132, 43.58343156694219]], ""type"": ""MultiPoint""}";"MERMOZ
Ligne A";MERMOZ;A;1993;Souterrain;;;;;;;;
12;6;43.61531728380718, 1.4634370491084652;"{""coordinates"": [[1.463437049108465, 43.61531728380718]], ""type"": ""MultiPoint""}";"JOLIMONT
Ligne A";JOLIMONT;A;1993;Aérien;;;;;;;;
12;6;43.56095537717352, 1.4632149897751547;"{""coordinates"": [[1.463214989775155, 43.56095537717352]], ""type"": ""MultiPoint""}";"UNIVERSITE PAUL SABATIER
Ligne B";UNIVERSITE PAUL SABATIER;B;2007;Souterrain;;;;;;;;
12;6;43.580420377978996, 1.4500818358111283;"{""coordinates"": [[1.450081835811128, 43.580420377978996]], ""type"": ""MultiPoint""}";"SAINT-AGNE - SNCF
Ligne B";SAINT-AGNE - SNCF;B;2007;Souterrain;;;;;;;;
12;6;43.592339411181776, 1.4446424475514137;"{""coordinates"": [[1.444642447551414, 43.592339411181776]], ""type"": ""MultiPoint""}";"PALAIS DE JUSTICE
Ligne B";PALAIS DE JUSTICE;B;2007;Souterrain;;;;;;;;
12;6;43.59761946534404, 1.4455965411849563;"{""coordinates"": [[1.445596541184956, 43.59761946534404]], ""type"": ""MultiPoint""}";"CARMES
Ligne B";CARMES;B;2007;Souterrain;;;;;;;;
12;6;43.60069430178175, 1.452169480646436;"{""coordinates"": [[1.452169480646436, 43.60069430178175]], ""type"": ""MultiPoint""}";"FRANCOIS VERDIER
Ligne B";FRANCOIS VERDIER;B;2007;Souterrain;;;;;;;;
12;6;43.61542412847316, 1.4344206853532677;"{""coordinates"": [[1.434420685353268, 43.61542412847316]], ""type"": ""MultiPoint""}";"CANAL DU MIDI
Ligne B";CANAL DU MIDI;B;2007;Souterrain;;;;;;;;
12;6;43.63800110305037, 1.4444395447254237;"{""coordinates"": [[1.444439544725424, 43.63800110305037]], ""type"": ""MultiPoint""}";"TROIS COCUS
Ligne B";TROIS COCUS;B;2007;Souterrain;;;;;;;;
16;6;43.596594766574945, 1.3840497708417703;"{""coordinates"": [[1.38404977084177, 43.596594766574945]], ""type"": ""MultiPoint""}";"LARDENNE
Ligne C";LARDENNE;C;1993;Aérien;;;;;;;;
16;4;43.60365676736611, 1.3332860217698568;"{""coordinates"": [[1.333286021769857, 43.60365676736611]], ""type"": ""MultiPoint""}";"COLOMIERS
Ligne C";COLOMIERS;C;1993;Aérien;;;;;;;;
12;1;43.62911025893581, 1.48276920755234;"{""coordinates"": [[1.48276920755234, 43.62911025893581]], ""type"": ""MultiPoint""}";"BALMA GRAMONT
Ligne A";BALMA GRAMONT;A;2003;Souterrain;;;;;;;;
12;6;43.568177080094074, 1.4644929375350502;"{""coordinates"": [[1.46449293753505, 43.568177080094074]], ""type"": ""MultiPoint""}";"FACULTE DE PHARMACIE
Ligne B";FACULTE DE PHARMACIE;B;2007;Souterrain;;;;;;;;
12;6;43.6057192069732, 1.4487245254244283;"{""coordinates"": [[1.448724525424428, 43.6057192069732]], ""type"": ""MultiPoint""}";"JEAN JAURES
Ligne B";JEAN JAURES;B;2007;Souterrain;;;;;;;;
12;6;43.633849223113906, 1.4357351635013094;"{""coordinates"": [[1.435735163501309, 43.633849223113906]], ""type"": ""MultiPoint""}";"LA VACHE
Ligne B";LA VACHE;B;2007;Souterrain;;;;;;;;
16;6;43.59977654159722, 1.3718230245217424;"{""coordinates"": [[1.371823024521742, 43.59977654159722]], ""type"": ""MultiPoint""}";"SAINT MARTIN DU TOUCH
Ligne C";SAINT MARTIN DU TOUCH;C;1993;Aérien;;;;;;;;
16;6;43.59391847195766, 1.4173758440872883;"{""coordinates"": [[1.417375844087288, 43.59391847195766]], ""type"": ""MultiPoint""}";"ARENES SAINT-CYPRIEN
Ligne C";ARENES SAINT-CYPRIEN;C;1993;Aérien;;;;;;;;
12;6;43.57014083143152, 1.392274626472962;"{""coordinates"": [[1.392274626472962, 43.57014083143152]], ""type"": ""MultiPoint""}";"BASSO CAMBO
Ligne A";BASSO CAMBO;A;1993;Aérien;;;;;;;;
12;6;43.57092682511347, 1.4017298148069366;"{""coordinates"": [[1.401729814806937, 43.57092682511347]], ""type"": ""MultiPoint""}";"REYNERIE
Ligne A";REYNERIE;A;1993;Souterrain;;;;;;;;
12;6;43.59640440141129, 1.4230267700709887;"{""coordinates"": [[1.423026770070989, 43.59640440141129]], ""type"": ""MultiPoint""}";"PATTE D'OIE
Ligne A";PATTE D'OIE;A;1993;Souterrain;;;;;;;;
12;6;43.610757512552, 1.455103020581427;"{""coordinates"": [[1.455103020581427, 43.610757512552]], ""type"": ""MultiPoint""}";"MARENGO - SNCF
Ligne A";MARENGO - SNCF;A;1993;Souterrain;;;;;;;;
12;6;43.619979059308136, 1.4696207035608222;"{""coordinates"": [[1.469620703560822, 43.619979059308136]], ""type"": ""MultiPoint""}";"ROSERAIE
Ligne A";ROSERAIE;A;2003;Souterrain;;;;;;;;
12;6;43.579803867612135, 1.4420802065895122;"{""coordinates"": [[1.442080206589512, 43.579803867612135]], ""type"": ""MultiPoint""}";"EMPALOT
Ligne B";EMPALOT;B;2007;Souterrain;;;;;;;;
16;6;43.595583052358116, 1.4014521895527385;"{""coordinates"": [[1.401452189552739, 43.595583052358116]], ""type"": ""MultiPoint""}";"TOEC
Ligne C";TOEC;C;1993;Aérien;;;;;;;;
18;6;43.594616625579896, 1.4558890668928621;"{""coordinates"": [[1.455889066892862, 43.594616625579896]], ""type"": ""MultiPoint""}";"101 - CAPTAINERIE PORT  - ST SAUVEUR
Nombre bornettes : 20
adresse : 5 PORT SAINT SAUVEUR
En service : oui";CAPTAINERIE PORT  - ST SAUVEUR;;oui;;;101;20;PORT SAINT SAUVEUR;SAUVEUR (PORT SAINT SAUVEUR);5;30068;
18;6;43.60407911732468, 1.4501536937628758;"{""coordinates"": [[1.450153693762876, 43.60407911732468]], ""type"": ""MultiPoint""}";"21 - CARNOT - LABEDA
Nombre bornettes : 22
adresse : 63 BD LAZARE CARNOT
En service : oui";CARNOT - LABEDA;;oui;;;21;22;BD LAZARE CARNOT;CARNOT (BD LAZARE CARNOT);63;27827;
18;6;43.59685254014412, 1.4526539854512142;"{""coordinates"": [[1.452653985451214, 43.59685254014412]], ""type"": ""MultiPoint""}";"65 - VERDIER - GRAND ROND
Nombre bornettes : 27
adresse : 2 ALL FORAIN FRANCOIS VERDIER
En service : oui";VERDIER - GRAND ROND;;oui;;;65;27;ALL FORAIN FRANCOIS VERDIER;VERDIER (ALL FORAIN FRANCOIS VERDIER);2;17567;
18;6;43.592660825516944, 1.4431472108089376;"{""coordinates"": [[1.443147210808938, 43.592660825516944]], ""type"": ""MultiPoint""}";"69 - FEUGA
Nombre bornettes : 20
adresse : 11 ALL PAUL FEUGA
En service : oui";FEUGA;;oui;;;69;20;ALL PAUL FEUGA;FEUGA (ALL PAUL FEUGA);11;15693;
18;6;43.607603862541815, 1.441305995752259;"{""coordinates"": [[1.441305995752259, 43.607603862541815]], ""type"": ""MultiPoint""}";"32 - MUSEE ST RAYMOND
Nombre bornettes : 12
adresse : 8 RUE DES TROIS RENARDS
En service : oui";MUSEE ST RAYMOND;;oui;;;32;12;RUE DES TROIS RENARDS;RENARDS (RUE DES TROIS RENARDS);8;19251;
18;6;43.608609810222696, 1.4436046608582478;"{""coordinates"": [[1.443604660858248, 43.608609810222696]], ""type"": ""MultiPoint""}";"33 - BERALDI
Nombre bornettes : 15
adresse : 11 RUE HENRI BERALDI
En service : oui";BERALDI;;oui;;;33;15;RUE HENRI BERALDI;BERALDI (RUE HENRI BERALDI);11;11863;
18;6;43.60513577343749, 1.4422810256216385;"{""coordinates"": [[1.442281025621639, 43.60513577343749]], ""type"": ""MultiPoint""}";"6 - LOIS
Nombre bornettes : 20
adresse : 5 RUE DES LOIS
En service : oui";LOIS;;oui;;;6;20;RUE DES LOIS;LOIS (RUE DES LOIS);5;4839;
18;6;43.59064379364933, 1.4533260560351506;"{""coordinates"": [[1.453326056035151, 43.59064379364933]], ""type"": ""MultiPoint""}";"115 - DEMOISELLES - MISTRAL
Nombre bornettes : 16
adresse : 8 ALL DES DEMOISELLES
En service : oui";DEMOISELLES - MISTRAL;;oui;;;115;16;ALL DES DEMOISELLES;DEMOISELLES (ALL DES DEMOISELLES);8;17614;
18;6;43.60467810177654, 1.4495282820706101;"{""coordinates"": [[1.44952828207061, 43.60467810177654]], ""type"": ""MultiPoint""}";"20 - CARNOT -  TROIS JOURNEES
Nombre bornettes : 27
adresse : 69 BD LAZARE CARNOT
En service : oui";CARNOT -  TROIS JOURNEES;;oui;;;20;27;BD LAZARE CARNOT;CARNOT (BD LAZARE CARNOT);69;26414;
18;6;43.60460277629166, 1.4404250799646192;"{""coordinates"": [[1.440425079964619, 43.60460277629166]], ""type"": ""MultiPoint""}";"12 - PARGAMINIERES
Nombre bornettes : 23
adresse : 66 RUE PARGAMINIERES
En service : oui";PARGAMINIERES;;oui;;;12;23;RUE PARGAMINIERES;PARGAMINIERES (RUE PARGAMINIERES);66;37858;
18;6;43.60800993450322, 1.4286028735116314;"{""coordinates"": [[1.428602873511631, 43.60800993450322]], ""type"": ""MultiPoint""}";"86 - HERACLES - BEARNAIS
Nombre bornettes : 18
adresse : 23 RUE DU BEARNAIS
En service : oui";HERACLES - BEARNAIS;;oui;;;86;18;RUE DU BEARNAIS;BEARNAIS (RUE DU BEARNAIS);23;23761;
18;6;43.609663387950995, 1.446953356073281;"{""coordinates"": [[1.446953356073281, 43.609663387950995]], ""type"": ""MultiPoint""}";"35 - PLACE JEANNE D'ARC
Nombre bornettes : 20
adresse : 1 RUE RAYMOND IV
En service : oui";PLACE JEANNE D'ARC;;oui;;;35;20;RUE RAYMOND IV;RAYMOND IV (RUE RAYMOND IV);1;18099;
18;6;43.61105686692964, 1.4366678335692165;"{""coordinates"": [[1.436667833569216, 43.61105686692964]], ""type"": ""MultiPoint""}";"89 - ESP COMPANS CAFFARELLI
Nombre bornettes : 23
adresse : 1 ESP COMPANS CAFFARELLI
En service : oui";ESP COMPANS CAFFARELLI;;oui;;;89;23;ESP COMPANS CAFFARELLI;CAFFARELLI (ESP COMPANS CAFFARELLI);1;34229;
18;6;43.61387686404487, 1.4514880897812563;"{""coordinates"": [[1.451488089781256, 43.61387686404487]], ""type"": ""MultiPoint""}";"94 - SEMARD -  GARE ROUTIERE
Nombre bornettes : 20
adresse : 73 BD PIERRE SEMARD
En service : oui";SEMARD -  GARE ROUTIERE;;oui;;;94;20;BD PIERRE SEMARD;SEMARD (BD PIERRE SEMARD);73;24056;
18;6;43.609835697471944, 1.4552800317413286;"{""coordinates"": [[1.455280031741329, 43.609835697471944]], ""type"": ""MultiPoint""}";"96 - MEDIATHEQUE
Nombre bornettes : 25
adresse : 1 ALL JACQUES CHABAN DELMAS
En service : oui";MEDIATHEQUE;;oui;;;96;25;ALL JACQUES CHABAN DELMAS;DELMAS (ALL JACQUES CHABAN DELMAS);1;36114;
18;6;43.58545390934919, 1.4283605578386356;"{""coordinates"": [[1.428360557838636, 43.58545390934919]], ""type"": ""MultiPoint""}";"129 - CROIX DE PIERRE - DEODAT DE SEVERAC
Nombre bornettes : 18
adresse : 2 BD DEODAT DE SEVERAC
En service : oui";CROIX DE PIERRE - DEODAT DE SEVERAC;;oui;;;129;18;BD DEODAT DE SEVERAC;SEVERAC (BD DEODAT DE SEVERAC);2;19224;
18;6;43.612625208318306, 1.4382551308885998;"{""coordinates"": [[1.4382551308886, 43.612625208318306]], ""type"": ""MultiPoint""}";"121 - SERRES -  ARNAUD BERNARD
Nombre bornettes : 20
adresse : 33 AV HONORE SERRES
En service : oui";SERRES -  ARNAUD BERNARD;;oui;;;121;20;AV HONORE SERRES;SERRES (AV HONORE SERRES);33;17693;
18;6;43.587872559938496, 1.4245826349679513;"{""coordinates"": [[1.424582634967951, 43.587872559938496]], ""type"": ""MultiPoint""}";"142 - DEODAT DE SEVERAC
Nombre bornettes : 20
adresse : 52 BD DEODAT DE SEVERAC
En service : oui";DEODAT DE SEVERAC;;oui;;;142;20;BD DEODAT DE SEVERAC;SEVERAC (BD DEODAT DE SEVERAC);52;9483;
18;6;43.62462226362738, 1.4431190999066619;"{""coordinates"": [[1.443119099906662, 43.62462226362738]], ""type"": ""MultiPoint""}";"151 - CURIE NEGRENEYS
Nombre bornettes : 20
adresse : 27 BD PIERRE ET MARIE CURIE
En service : oui";CURIE NEGRENEYS;;oui;;;151;20;BD PIERRE ET MARIE CURIE;CURIE (BD PIERRE ET MARIE CURIE);27;10087;
18;6;43.58028325580364, 1.4548627882170007;"{""coordinates"": [[1.454862788217001, 43.58028325580364]], ""type"": ""MultiPoint""}";"162 - ITALIE
Nombre bornettes : 17
adresse : 49 AV D ITALIE
En service : oui";ITALIE;;oui;;;162;17;AV D ITALIE;ITALIE (AV D ITALIE);49;5806;
18;6;43.59296443303386, 1.4453059484293658;"{""coordinates"": [[1.445305948429366, 43.59296443303386]], ""type"": ""MultiPoint""}";"68 - METRO PALAIS DE JUSTICE
Nombre bornettes : 18
adresse : 3 ALL JULES GUESDE
En service : oui";METRO PALAIS DE JUSTICE;;oui;;;68;18;ALL JULES GUESDE;GUESDE (ALL JULES GUESDE);3;53852;
18;6;43.60925338338567, 1.4799563812125662;"{""coordinates"": [[1.479956381212566, 43.60925338338567]], ""type"": ""MultiPoint""}";"181 - PLANA GARNIER
Nombre bornettes : 15
adresse : 27 RUE LOUIS PLANA
En service : oui";PLANA GARNIER;;oui;;;181;15;RUE LOUIS PLANA;PLANA (RUE LOUIS PLANA);27;3030;
18;6;43.59799523679113, 1.4201670223890512;"{""coordinates"": [[1.420167022389051, 43.59799523679113]], ""type"": ""MultiPoint""}";"138 - BARRIERE DE BAYONNE
Nombre bornettes : 20
adresse : 2 BRE DE BAYONNE
En service : oui";BARRIERE DE BAYONNE;;oui;;;138;20;BRE DE BAYONNE;BAYONNE (BRE DE BAYONNE);2;17457;
18;6;43.58152923991054, 1.4254605983149544;"{""coordinates"": [[1.425460598314954, 43.58152923991054]], ""type"": ""MultiPoint""}";"189 - MURET BOUTINON
Nombre bornettes : 20
adresse : 44 AV DE MURET
En service : oui";MURET BOUTINON;;oui;;;189;20;AV DE MURET;MURET (AV DE MURET);44;10021;
18;6;43.57730292485085, 1.4239928992977586;"{""coordinates"": [[1.423992899297759, 43.57730292485085]], ""type"": ""MultiPoint""}";"190 - OUSTALOUS
Nombre bornettes : 20
adresse : 39 RTE D ESPAGNE
En service : oui";OUSTALOUS;;oui;;;190;20;RTE D ESPAGNE;ESPAGNE (RTE D ESPAGNE);39;6108;
18;6;43.59488848418781, 1.4150828273753058;"{""coordinates"": [[1.415082827375306, 43.59488848418781]], ""type"": ""MultiPoint""}";"193 - LOMBEZ PETITE VITESSE
Nombre bornettes : 20
adresse : 59 AV DE LOMBEZ
En service : oui";LOMBEZ PETITE VITESSE;;oui;;;193;20;AV DE LOMBEZ;LOMBEZ (AV DE LOMBEZ);59;12438;
18;6;43.60183574403851, 1.4580158417856794;"{""coordinates"": [[1.458015841785679, 43.60183574403851]], ""type"": ""MultiPoint""}";"196 - GOUJON PUJOL
Nombre bornettes : 20
adresse : 10 RUE JEAN GOUJON
En service : oui";GOUJON PUJOL;;oui;;;196;20;RUE JEAN GOUJON;GOUJON (RUE JEAN GOUJON);10;15376;
18;6;43.583354905520515, 1.4819481754047548;"{""coordinates"": [[1.481948175404755, 43.583354905520515]], ""type"": ""MultiPoint""}";"207 - CHRIST ROI
Nombre bornettes : 17
adresse : 25 RUE DE L AUDE
En service : oui";CHRIST ROI;;oui;;;207;17;RUE DE L AUDE;AUDE (RUE DE L AUDE);25;655;
18;6;43.59118103124039, 1.48008858167845;"{""coordinates"": [[1.48008858167845, 43.59118103124039]], ""type"": ""MultiPoint""}";"208 - LIMAYRAC DARASSE
Nombre bornettes : 18
adresse :  ALL DE LIMAYRAC
En service : oui";LIMAYRAC DARASSE;;oui;;;208;18;ALL DE LIMAYRAC;LIMAYRAC (ALL DE LIMAYRAC);;1571;
