code_type;code_commune;geo point;geo shape;infobulle;nom;ligne;en_service;couvert;etiquette;num_sation;nb_bornettes;rue;mot_directeur;No;locations_2016;nb_places
9;;43.55377144569911, 1.451660719237147;"{""coordinates"": [[1.451660719237147, 43.55377144569911]], ""type"": ""MultiPoint""}";"Arrêt: Dasque
115";Dasque;115;;;;;;;;;;
2;;43.58143018537356, 1.4384929231218613;"{""coordinates"": [[1.438492923121861, 43.58143018537356]], ""type"": ""MultiPoint""}";"Arrêt: Daste
44 L04";Daste;44 L04;;;;;;;;;;
9;;43.62914105879929, 1.3791823266526932;"{""coordinates"": [[1.379182326652693, 43.62914105879929]], ""type"": ""MultiPoint""}";"Arrêt: Daurat
31";Daurat;31;;;;;;;;;;
2;;43.56855848472175, 1.3779598023175337;"{""coordinates"": [[1.377959802317534, 43.56855848472175]], ""type"": ""MultiPoint""}";"Arrêt: De Croutte
48 58 L11";De Croutte;48 58 L11;;;;;;;;;;
15;;43.49259073291055, 1.4413431155446712;"{""coordinates"": [[1.441343115544671, 43.49259073291055]], ""type"": ""MultiPoint""}";"Arrêt: Del Souleilh
119";Del Souleilh;119;;;;;;;;;;
9;;43.46736622014327, 1.2461466760889826;"{""coordinates"": [[1.246146676088983, 43.46736622014327]], ""type"": ""MultiPoint""}";"Arrêt: Denton
312";Denton;312;;;;;;;;;;
11;;43.6474050264916, 1.33586432523841;"{""coordinates"": [[1.33586432523841, 43.6474050264916]], ""type"": ""MultiPoint""}";"Arrêt: Dewoitine
171 74 75";Dewoitine;171 74 75;;;;;;;;;;
13;;43.72218999591461, 1.451430000131394;"{""coordinates"": [[1.451430000131394, 43.72218999591461]], ""type"": ""MultiPoint""}";"Arrêt: Domaine de Galau
SC27 SC28";Domaine de Galau;SC27 SC28;;;;;;;;;;
2;;43.60180160920815, 1.4156423242801068;"{""coordinates"": [[1.415642324280107, 43.60180160920815]], ""type"": ""MultiPoint""}";"Arrêt: Dufaur de Pibrac
66";Dufaur de Pibrac;66;;;;;;;;;;
2;;43.585595592652105, 1.4658306321906154;"{""coordinates"": [[1.465830632190615, 43.585595592652105]], ""type"": ""MultiPoint""}";"Arrêt: Dufour
L09";Dufour;L09;;;;;;;;;;
9;;43.640126079663204, 1.415515803916548;"{""coordinates"": [[1.415515803916548, 43.640126079663204]], ""type"": ""MultiPoint""}";"Arrêt: Eberhardt
110 132";Eberhardt;110 132;;;;;;;;;;
2;;43.605124549213116, 1.3871166157764379;"{""coordinates"": [[1.387116615776438, 43.605124549213116]], ""type"": ""MultiPoint""}";"Arrêt: Ecole Croix-Rouge
46";Ecole Croix-Rouge;46;;;;;;;;;;
6;;43.58003739977611, 1.3955009082359295;"{""coordinates"": [[1.39550090823593, 43.58003739977611]], ""type"": ""MultiPoint""}";"Arrêt: Ecole D'Architecture
14 18 SC38";Ecole D'Architecture;14 18 SC38;;;;;;;;;;
6;;43.57621292802141, 1.3953253166963637;"{""coordinates"": [[1.395325316696364, 43.57621292802141]], ""type"": ""MultiPoint""}";"Arrêt: Ecole Espagnole
14 46 87 SC38";Ecole Espagnole;14 46 87 SC38;;;;;;;;;;
2;;43.53877716808294, 1.4083856411156086;"{""coordinates"": [[1.408385641115609, 43.53877716808294]], ""type"": ""MultiPoint""}";"Arrêt: Ecole Récébédou
50 L05";Ecole Récébédou;50 L05;;;;;;;;;;
15;;43.52601625774618, 1.4447023175943712;"{""coordinates"": [[1.444702317594371, 43.52601625774618]], ""type"": ""MultiPoint""}";"Arrêt: Ecole Vieille Toulouse
119";Ecole Vieille Toulouse;119;;;;;;;;;;
3;;43.522242702065455, 1.4075861039340078;"{""coordinates"": [[1.407586103934008, 43.522242702065455]], ""type"": ""MultiPoint""}";"Arrêt: Eglise  de Portet
311 50 L05";Eglise  de Portet;311 50 L05;;;;;;;;;;
9;;43.51402142268078, 1.178008012822202;"{""coordinates"": [[1.178008012822202, 43.51402142268078]], ""type"": ""MultiPoint""}";"Arrêt: Eglise St Lys
116";Eglise St Lys;116;;;;;;;;;;
6;;43.66715488714801, 1.5026265561644836;"{""coordinates"": [[1.502626556164484, 43.66715488714801]], ""type"": ""MultiPoint""}";"Arrêt: Eglise St-Jean
73 SC11";Eglise St-Jean;73 SC11;;;;;;;;;;
2;;43.62198133803751, 1.4252247934936535;"{""coordinates"": [[1.425224793493653, 43.62198133803751]], ""type"": ""MultiPoint""}";"Arrêt: Elche
15";Elche;15;;;;;;;;;;
9;;43.60806096144399, 1.4383772805195614;"{""coordinates"": [[1.438377280519561, 43.60806096144399]], ""type"": ""MultiPoint""}";"Arrêt: Embarthe
NCV";Embarthe;NCV;;;;;;;;;;
3;;43.51746313904223, 1.5484562697797026;"{""coordinates"": [[1.548456269779703, 43.51746313904223]], ""type"": ""MultiPoint""}";"Arrêt: En Poutet
204 79";En Poutet;204 79;;;;;;;;;;
2;;43.53153261536231, 1.5522044385928688;"{""coordinates"": [[1.552204438592869, 43.53153261536231]], ""type"": ""MultiPoint""}";"Arrêt: Escalquens La Caprice
79";Escalquens La Caprice;79;;;;;;;;;;
2;;43.66482952364425, 1.49324213212966;"{""coordinates"": [[1.49324213212966, 43.66482952364425]], ""type"": ""MultiPoint""}";"Arrêt: Estaquebiau
76";Estaquebiau;76;;;;;;;;;;
6;;43.582120014426, 1.3707805141973939;"{""coordinates"": [[1.370780514197394, 43.582120014426]], ""type"": ""MultiPoint""}";"Arrêt: Etchepare
67 SC29";Etchepare;67 SC29;;;;;;;;;;
6;;43.69255094363409, 1.4021613551171608;"{""coordinates"": [[1.402161355117161, 43.69255094363409]], ""type"": ""MultiPoint""}";"Arrêt: Fenouillet Ctre Cial - Entrée Nord
L10 SC36";Fenouillet Ctre Cial - Entrée Nord;L10 SC36;;;;;;;;;;
2;;43.59381139354594, 1.4337553923089565;"{""coordinates"": [[1.433755392308957, 43.59381139354594]], ""type"": ""MultiPoint""}";"Arrêt: Fer à Cheval
13 66";Fer à Cheval;13 66;;;;;;;;;;
2;;43.587021111796496, 1.375106306215482;"{""coordinates"": [[1.375106306215482, 43.587021111796496]], ""type"": ""MultiPoint""}";"Arrêt: Ferro Lebres
46";Ferro Lebres;46;;;;;;;;;;
2;;43.608423632214866, 1.3903303766692519;"{""coordinates"": [[1.390330376669252, 43.608423632214866]], ""type"": ""MultiPoint""}";"Arrêt: Flambère
46 63 L02";Flambère;46 63 L02;;;;;;;;;;
3;;43.627514670577646, 1.4253757383992445;"{""coordinates"": [[1.425375738399244, 43.627514670577646]], ""type"": ""MultiPoint""}";"Arrêt: Fonquerne
110 41";Fonquerne;110 41;;;;;;;;;;
4;;43.58720740378653, 1.5394591291675928;"{""coordinates"": [[1.539459129167593, 43.58720740378653]], ""type"": ""MultiPoint""}";"Arrêt: Fonsegrives Ginestière
106 107 84 SC06 SC07";Fonsegrives Ginestière;106 107 84 SC06 SC07;;;;;;;;;;
6;;43.714636708511634, 1.4783642551047425;"{""coordinates"": [[1.478364255104742, 43.714636708511634]], ""type"": ""MultiPoint""}";"Arrêt: Fontaine
26 SC10 SC25 SC26 SC34 SC35";Fontaine;26 SC10 SC25 SC26 SC34 SC35;;;;;;;;;;
2;;43.53633070738347, 1.5347367724613104;"{""coordinates"": [[1.53473677246131, 43.53633070738347]], ""type"": ""MultiPoint""}";"Arrêt: Fontaine du Laurier
79";Fontaine du Laurier;79;;;;;;;;;;
13;;43.65655233392093, 1.470540120337736;"{""coordinates"": [[1.470540120337736, 43.65655233392093]], ""type"": ""MultiPoint""}";"Arrêt: Fontanelles
SC15";Fontanelles;SC15;;;;;;;;;;
2;;43.61208371048664, 1.4136745343773194;"{""coordinates"": [[1.413674534377319, 43.61208371048664]], ""type"": ""MultiPoint""}";"Arrêt: Fourmi
70 L01";Fourmi;70 L01;;;;;;;;;;
2;;43.60742416190984, 1.3664761472687987;"{""coordinates"": [[1.366476147268799, 43.60742416190984]], ""type"": ""MultiPoint""}";"Arrêt: Fournier Airbus
L02";Fournier Airbus;L02;;;;;;;;;;
2;;43.67184404895588, 1.449839258353073;"{""coordinates"": [[1.449839258353073, 43.67184404895588]], ""type"": ""MultiPoint""}";"Arrêt: Fourquets
60";Fourquets;60;;;;;;;;;;
2;;43.58882359986128, 1.421314618869251;"{""coordinates"": [[1.421314618869251, 43.58882359986128]], ""type"": ""MultiPoint""}";"Arrêt: Gamelin
13";Gamelin;13;;;;;;;;;;
9;;43.45378578407491, 1.6209501020545036;"{""coordinates"": [[1.620950102054504, 43.45378578407491]], ""type"": ""MultiPoint""}";"Arrêt: Gare SNCF Baziège
204";Gare SNCF Baziège;204;;;;;;;;;;
2;;43.52379251018143, 1.3662480899251266;"{""coordinates"": [[1.366248089925127, 43.52379251018143]], ""type"": ""MultiPoint""}";"Arrêt: Gatasses
85";Gatasses;85;;;;;;;;;;
3;;43.518452767840095, 1.395726605321754;"{""coordinates"": [[1.395726605321754, 43.518452767840095]], ""type"": ""MultiPoint""}";"Arrêt: Gauguin
311 316 317 320 50";Gauguin;311 316 317 320 50;;;;;;;;;;
9;;43.45638644301319, 1.5807215254724414;"{""coordinates"": [[1.580721525472441, 43.45638644301319]], ""type"": ""MultiPoint""}";"Arrêt: Gendarmerie
205";Gendarmerie;205;;;;;;;;;;
9;;43.59733334736393, 1.3455792044284864;"{""coordinates"": [[1.345579204428486, 43.59733334736393]], ""type"": ""MultiPoint""}";"Arrêt: Georges Brassens
32";Georges Brassens;32;;;;;;;;;;
3;;43.60851999803535, 1.3265099955081145;"{""coordinates"": [[1.326509995508115, 43.60851999803535]], ""type"": ""MultiPoint""}";"Arrêt: Gers
150 151 L02";Gers;150 151 L02;;;;;;;;;;
9;;43.658357127221784, 1.4104466429920568;"{""coordinates"": [[1.410446642992057, 43.658357127221784]], ""type"": ""MultiPoint""}";"Arrêt: Ginestous Chênes
110";Ginestous Chênes;110;;;;;;;;;;
2;;43.6018651182663, 1.4037106285719165;"{""coordinates"": [[1.403710628571917, 43.6018651182663]], ""type"": ""MultiPoint""}";"Arrêt: Grande-Bretagne
L02";Grande-Bretagne;L02;;;;;;;;;;
2;;43.68641274953695, 1.4510807767147562;"{""coordinates"": [[1.451080776714756, 43.68641274953695]], ""type"": ""MultiPoint""}";"Arrêt: Grazidou
26 60";Grazidou;26 60;;;;;;;;;;
2;;43.66130300355038, 1.3791595315250693;"{""coordinates"": [[1.379159531525069, 43.66130300355038]], ""type"": ""MultiPoint""}";"Arrêt: Grillons
70";Grillons;70;;;;;;;;;;
2;;43.568047806313814, 1.3708400566771746;"{""coordinates"": [[1.370840056677175, 43.568047806313814]], ""type"": ""MultiPoint""}";"Arrêt: Guilhermy
48 L11";Guilhermy;48 L11;;;;;;;;;;
2;;43.538920834946, 1.5252073651245794;"{""coordinates"": [[1.525207365124579, 43.538920834946]], ""type"": ""MultiPoint""}";"Arrêt: Guiraudie-Aufève
80";Guiraudie-Aufève;80;;;;;;;;;;
2;;43.520617383973786, 1.5441440387678533;"{""coordinates"": [[1.544144038767853, 43.520617383973786]], ""type"": ""MultiPoint""}";"Arrêt: Gutenberg
79 80";Gutenberg;79 80;;;;;;;;;;
15;;43.649724663483184, 1.3001243688305721;"{""coordinates"": [[1.300124368830572, 43.649724663483184]], ""type"": ""MultiPoint""}";"Arrêt: Guyenne
170 171";Guyenne;170 171;;;;;;;;;;
3;;43.585644249811196, 1.3348090464476081;"{""coordinates"": [[1.334809046447608, 43.585644249811196]], ""type"": ""MultiPoint""}";"Arrêt: Gymnase
121 21";Gymnase;121 21;;;;;;;;;;
2;;43.60819359232309, 1.428614833430341;"{""coordinates"": [[1.428614833430341, 43.60819359232309]], ""type"": ""MultiPoint""}";"Arrêt: Héraclès
14 45 63 L01";Héraclès;14 45 63 L01;;;;;;;;;;
2;;43.5523169690398, 1.453608177732825;"{""coordinates"": [[1.453608177732825, 43.5523169690398]], ""type"": ""MultiPoint""}";"Arrêt: Hôpital Larrey
54";Hôpital Larrey;54;;;;;;;;;;
2;;43.61115518184726, 1.4039137495128118;"{""coordinates"": [[1.403913749512812, 43.61115518184726]], ""type"": ""MultiPoint""}";"Arrêt: Hôpital des Enfants
66";Hôpital des Enfants;66;;;;;;;;;;
9;;43.6092667603, 1.3309098843486804;"{""coordinates"": [[1.33090988434868, 43.6092667603]], ""type"": ""MultiPoint""}";"Arrêt: Hall Comminges
150 151 32";Hall Comminges;150 151 32;;;;;;;;;;
2;;43.57654023402345, 1.4703186906237884;"{""coordinates"": [[1.470318690623788, 43.57654023402345]], ""type"": ""MultiPoint""}";"Arrêt: Herbettes
23 27 80";Herbettes;23 27 80;;;;;;;;;;
3;;43.57452478484526, 1.4467868548175467;"{""coordinates"": [[1.446786854817547, 43.57452478484526]], ""type"": ""MultiPoint""}";"Arrêt: Herriot
115 54";Herriot;115 54;;;;;;;;;;
6;;43.727217446583026, 1.4248167781818024;"{""coordinates"": [[1.424816778181802, 43.727217446583026]], ""type"": ""MultiPoint""}";"Arrêt: Hespérides
33 69 SC31 SC41";Hespérides;33 69 SC31 SC41;;;;;;;;;;
2;;43.662291210759435, 1.376934889668515;"{""coordinates"": [[1.376934889668515, 43.662291210759435]], ""type"": ""MultiPoint""}";"Arrêt: Hirondelles
70";Hirondelles;70;;;;;;;;;;
2;;43.52492708708015, 1.5003151661299772;"{""coordinates"": [[1.500315166129977, 43.52492708708015]], ""type"": ""MultiPoint""}";"Arrêt: INRAE
L06";INRAE;L06;;;;;;;;;;
2;;43.56638339044571, 1.4588468516544526;"{""coordinates"": [[1.458846851654453, 43.56638339044571]], ""type"": ""MultiPoint""}";"Arrêt: IUT
34";IUT;34;;;;;;;;;;
13;;43.69629941257783, 1.4649013998069844;"{""coordinates"": [[1.464901399806984, 43.69629941257783]], ""type"": ""MultiPoint""}";"Arrêt: Imp.Peyrendrieu
SC22";Imp.Peyrendrieu;SC22;;;;;;;;;;
9;;43.47824306060056, 1.336959550177391;"{""coordinates"": [[1.336959550177391, 43.47824306060056]], ""type"": ""MultiPoint""}";"Arrêt: J.F. Romieu
301";J.F. Romieu;301;;;;;;;;;;
2;;43.592519854041775, 1.476050742212373;"{""coordinates"": [[1.476050742212373, 43.592519854041775]], ""type"": ""MultiPoint""}";"Arrêt: Jacinthes
23";Jacinthes;23;;;;;;;;;;
2;;43.749690202497966, 1.3709492702828616;"{""coordinates"": [[1.370949270282862, 43.749690202497966]], ""type"": ""MultiPoint""}";"Arrêt: Jacques Brel
59";Jacques Brel;59;;;;;;;;;;
9;;43.54195302563517, 1.4868735002308817;"{""coordinates"": [[1.486873500230882, 43.54195302563517]], ""type"": ""MultiPoint""}";"Arrêt: Jacques Prévert
82";Jacques Prévert;82;;;;;;;;;;
2;;43.61181171334059, 1.3923427623510394;"{""coordinates"": [[1.392342762351039, 43.61181171334059]], ""type"": ""MultiPoint""}";"Arrêt: Jaufré Rudel
46";Jaufré Rudel;46;;;;;;;;;;
3;;43.60390987726516, 1.4748603844000672;"{""coordinates"": [[1.474860384400067, 43.60390987726516]], ""type"": ""MultiPoint""}";"Arrêt: Jean Chaubet
23 37 51";Jean Chaubet;23 37 51;;;;;;;;;;
3;;43.523732879724065, 1.3991647812100045;"{""coordinates"": [[1.399164781210005, 43.523732879724065]], ""type"": ""MultiPoint""}";"Arrêt: Jean Jaurès
316 317 320 L05";Jean Jaurès;316 317 320 L05;;;;;;;;;;
6;;43.64123376977261, 1.4469378639128163;"{""coordinates"": [[1.446937863912816, 43.64123376977261]], ""type"": ""MultiPoint""}";"Arrêt: Jean Zay
41 SC02";Jean Zay;41 SC02;;;;;;;;;;
2;;43.52142579597596, 1.3308268763631144;"{""coordinates"": [[1.330826876363114, 43.52142579597596]], ""type"": ""MultiPoint""}";"Arrêt: Joliot Curie
L11";Joliot Curie;L11;;;;;;;;;;
9;;43.64530302535339, 1.3654518316145103;"{""coordinates"": [[1.36545183161451, 43.64530302535339]], ""type"": ""MultiPoint""}";"Arrêt: Joseph Strauss
30 74";Joseph Strauss;30 74;;;;;;;;;;
2;;43.55829010750579, 1.31016195112992;"{""coordinates"": [[1.31016195112992, 43.55829010750579]], ""type"": ""MultiPoint""}";"Arrêt: Jules Verne
67";Jules Verne;67;;;;;;;;;;
2;;43.68709810277551, 1.4224165463244842;"{""coordinates"": [[1.422416546324484, 43.68709810277551]], ""type"": ""MultiPoint""}";"Arrêt: Jules Verne
69";Jules Verne;69;;;;;;;;;;
2;;43.631011150834766, 1.445144999483933;"{""coordinates"": [[1.445144999483933, 43.631011150834766]], ""type"": ""MultiPoint""}";"Arrêt: Kahn Klein
41";Kahn Klein;41;;;;;;;;;;
2;;43.57378530836119, 1.48886252727814;"{""coordinates"": [[1.48886252727814, 43.57378530836119]], ""type"": ""MultiPoint""}";"Arrêt: Lécrivain
L08";Lécrivain;L08;;;;;;;;;;
9;;43.61564885555776, 1.249873707146376;"{""coordinates"": [[1.249873707146376, 43.61564885555776]], ""type"": ""MultiPoint""}";"Arrêt: La Chauge
32";La Chauge;32;;;;;;;;;;
9;;43.62014108903208, 1.503150054724449;"{""coordinates"": [[1.503150054724449, 43.62014108903208]], ""type"": ""MultiPoint""}";"Arrêt: La Fount
102 103 106 51";La Fount;102 103 106 51;;;;;;;;;;
9;;43.4347826201586, 1.3445485280456724;"{""coordinates"": [[1.344548528045672, 43.4347826201586]], ""type"": ""MultiPoint""}";"Arrêt: La Petite Maymie
314";La Petite Maymie;314;;;;;;;;;;
9;;43.47230290393997, 1.4912298407495812;"{""coordinates"": [[1.491229840749581, 43.47230290393997]], ""type"": ""MultiPoint""}";"Arrêt: La Place
202";La Place;202;;;;;;;;;;
9;;43.462325470649, 1.5062548599102359;"{""coordinates"": [[1.506254859910236, 43.462325470649]], ""type"": ""MultiPoint""}";"Arrêt: La Tour
202";La Tour;202;;;;;;;;;;
9;;43.547840667762806, 1.5135087528095859;"{""coordinates"": [[1.513508752809586, 43.547840667762806]], ""type"": ""MultiPoint""}";"Arrêt: Labège Innopole Gare SNCF
109 204";Labège Innopole Gare SNCF;109 204;;;;;;;;;;
2;;43.54616966489073, 1.5163820594773536;"{""coordinates"": [[1.516382059477354, 43.54616966489073]], ""type"": ""MultiPoint""}";"Arrêt: Labourgade
80";Labourgade;80;;;;;;;;;;
6;;43.663920921500704, 1.414436137713135;"{""coordinates"": [[1.414436137713135, 43.663920921500704]], ""type"": ""MultiPoint""}";"Arrêt: Lacourtensourt Gare SNCF
59 SC32";Lacourtensourt Gare SNCF;59 SC32;;;;;;;;;;
9;;43.454563722068606, 1.5209418568389068;"{""coordinates"": [[1.520941856838907, 43.454563722068606]], ""type"": ""MultiPoint""}";"Arrêt: Lanes
202";Lanes;202;;;;;;;;;;
3;;43.55034354662761, 1.4705277418091058;"{""coordinates"": [[1.470527741809106, 43.55034354662761]], ""type"": ""MultiPoint""}";"Arrêt: Lapeyrade
56 81 82";Lapeyrade;56 81 82;;;;;;;;;;
3;;43.547254178825234, 1.4193197089251366;"{""coordinates"": [[1.419319708925137, 43.547254178825234]], ""type"": ""MultiPoint""}";"Arrêt: Larrieu
117 50 L05";Larrieu;117 50 L05;;;;;;;;;;
11;;43.66559308528408, 1.2973134050888875;"{""coordinates"": [[1.297313405088887, 43.66559308528408]], ""type"": ""MultiPoint""}";"Arrêt: Larroque
171 74 75";Larroque;171 74 75;;;;;;;;;;
9;;43.44979479990879, 1.6086232523473953;"{""coordinates"": [[1.608623252347395, 43.44979479990879]], ""type"": ""MultiPoint""}";"Arrêt: Las Puntos
204";Las Puntos;204;;;;;;;;;;
9;;43.59293662915293, 1.5736088988680281;"{""coordinates"": [[1.573608898868028, 43.59293662915293]], ""type"": ""MultiPoint""}";"Arrêt: Lasserre
103 106 107";Lasserre;103 106 107;;;;;;;;;;
11;;43.67811562210055, 1.3674547446681824;"{""coordinates"": [[1.367454744668182, 43.67811562210055]], ""type"": ""MultiPoint""}";"Arrêt: Laubis
130 171 71";Laubis;130 171 71;;;;;;;;;;
3;;43.515862783713665, 1.552192545888286;"{""coordinates"": [[1.552192545888286, 43.515862783713665]], ""type"": ""MultiPoint""}";"Arrêt: Lauragais
204 79";Lauragais;204 79;;;;;;;;;;
13;;43.64888593811952, 1.49838154183728;"{""coordinates"": [[1.49838154183728, 43.64888593811952]], ""type"": ""MultiPoint""}";"Arrêt: Lavandou
SC17 SC18";Lavandou;SC17 SC18;;;;;;;;;;
2;;43.622677970910615, 1.462749864429907;"{""coordinates"": [[1.462749864429907, 43.622677970910615]], ""type"": ""MultiPoint""}";"Arrêt: Le Brix
36 L09";Le Brix;36 L09;;;;;;;;;;
9;;43.39862793273683, 1.3014812385800345;"{""coordinates"": [[1.301481238580035, 43.39862793273683]], ""type"": ""MultiPoint""}";"Arrêt: Le Fauga La Carrère
313";Le Fauga La Carrère;313;;;;;;;;;;
3;;43.60488995380625, 1.5116010768836041;"{""coordinates"": [[1.511601076883604, 43.60488995380625]], ""type"": ""MultiPoint""}";"Arrêt: Le Grand Bois
106 72";Le Grand Bois;106 72;;;;;;;;;;
6;;43.63884557683855, 1.4333647252050623;"{""coordinates"": [[1.433364725205062, 43.63884557683855]], ""type"": ""MultiPoint""}";"Arrêt: Le Grand Marché - Pont de La Vache
29 69 L10 SC36 SC41";Le Grand Marché - Pont de La Vache;29 69 L10 SC36 SC41;;;;;;;;;;
6;;43.56749442524242, 1.4039650111361217;"{""coordinates"": [[1.403965011136122, 43.56749442524242]], ""type"": ""MultiPoint""}";"Arrêt: Le Lac Reynerie
14 SC38 SC39";Le Lac Reynerie;14 SC38 SC39;;;;;;;;;;
9;;43.480259548236, 1.526236265866384;"{""coordinates"": [[1.526236265866384, 43.480259548236]], ""type"": ""MultiPoint""}";"Arrêt: Le Moulin
205";Le Moulin;205;;;;;;;;;;
2;;43.58326687522117, 1.4881414051190636;"{""coordinates"": [[1.488141405119064, 43.58326687522117]], ""type"": ""MultiPoint""}";"Arrêt: Ledormeur
23";Ledormeur;23;;;;;;;;;;
2;;43.59762679804546, 1.4036900270541885;"{""coordinates"": [[1.403690027054189, 43.59762679804546]], ""type"": ""MultiPoint""}";"Arrêt: Lemire
L02";Lemire;L02;;;;;;;;;;
11;;43.65309779327202, 1.3189693828133018;"{""coordinates"": [[1.318969382813302, 43.65309779327202]], ""type"": ""MultiPoint""}";"Arrêt: Les Ambrits
171 74 75";Les Ambrits;171 74 75;;;;;;;;;;
15;;43.51236612166, 1.434570176180801;"{""coordinates"": [[1.434570176180801, 43.51236612166]], ""type"": ""MultiPoint""}";"Arrêt: Les Bois
119";Les Bois;119;;;;;;;;;;
9;;43.48192193098797, 1.5719562780521126;"{""coordinates"": [[1.571956278052113, 43.48192193098797]], ""type"": ""MultiPoint""}";"Arrêt: Les Canavères
204";Les Canavères;204;;;;;;;;;;
6;;43.72900449143286, 1.4206466282368027;"{""coordinates"": [[1.420646628236803, 43.72900449143286]], ""type"": ""MultiPoint""}";"Arrêt: Les Palanques
33 69 SC31 SC41";Les Palanques;33 69 SC31 SC41;;;;;;;;;;
6;;43.656281495007796, 1.4464849897581358;"{""coordinates"": [[1.446484989758136, 43.656281495007796]], ""type"": ""MultiPoint""}";"Arrêt: Les Sables
26 SC33 SC34";Les Sables;26 SC33 SC34;;;;;;;;;;
9;;43.486841874814345, 1.5313803702377131;"{""coordinates"": [[1.531380370237713, 43.486841874814345]], ""type"": ""MultiPoint""}";"Arrêt: Les Violettes
205";Les Violettes;205;;;;;;;;;;
9;;43.70978256397971, 1.3912828637411585;"{""coordinates"": [[1.391282863741159, 43.70978256397971]], ""type"": ""MultiPoint""}";"Arrêt: Les Vitarelles
130";Les Vitarelles;130;;;;;;;;;;
9;;43.46022850469893, 1.3526465028354144;"{""coordinates"": [[1.352646502835414, 43.46022850469893]], ""type"": ""MultiPoint""}";"Arrêt: Lespinasse
311 316";Lespinasse;311 316;;;;;;;;;;
2;;43.59251546800636, 1.3212740792852318;"{""coordinates"": [[1.321274079285232, 43.59251546800636]], ""type"": ""MultiPoint""}";"Arrêt: Longchamp
21";Longchamp;21;;;;;;;;;;
9;;43.609765342902534, 1.305922918366142;"{""coordinates"": [[1.305922918366142, 43.609765342902534]], ""type"": ""MultiPoint""}";"Arrêt: Loudet
150 151";Loudet;150 151;;;;;;;;;;
2;;43.638110342095835, 1.4651113332782524;"{""coordinates"": [[1.465111333278252, 43.638110342095835]], ""type"": ""MultiPoint""}";"Arrêt: Luchet
L09";Luchet;L09;;;;;;;;;;
6;;43.63644203714126, 1.4642481003024532;"{""coordinates"": [[1.464248100302453, 43.63644203714126]], ""type"": ""MultiPoint""}";"Arrêt: Lycée Raymond Naves
L09 SC10 SC11 SC12 SC13 SC14";Lycée Raymond Naves;L09 SC10 SC11 SC12 SC13 SC14;;;;;;;;;;
6;;43.625688562441255, 1.4432195382338908;"{""coordinates"": [[1.443219538233891, 43.625688562441255]], ""type"": ""MultiPoint""}";"Arrêt: Lycée Toulouse-Lautrec
59 60 SC31 SC32 SC33 SC34 SC35 SC36 SC37 SC41";Lycée Toulouse-Lautrec;59 60 SC31 SC32 SC33 SC34 SC35 SC36 SC37 SC41;;;;;;;;;;
2;;43.57619504816392, 1.3832462475929794;"{""coordinates"": [[1.383246247592979, 43.57619504816392]], ""type"": ""MultiPoint""}";"Arrêt: Magre
18";Magre;18;;;;;;;;;;
4;;43.678848699781376, 1.3909744634586847;"{""coordinates"": [[1.390974463458685, 43.678848699781376]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Fenouillet
113 59 SC32";Mairie Fenouillet;113 59 SC32;;;;;;;;;;
2;;43.72230077191238, 1.4319017894728518;"{""coordinates"": [[1.431901789472852, 43.72230077191238]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Gratentour
33 69";Mairie Gratentour;33 69;;;;;;;;;;
9;;43.45982399771931, 1.2452362840786384;"{""coordinates"": [[1.245236284078638, 43.45982399771931]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Labastidette
312";Mairie Labastidette;312;;;;;;;;;;
15;;43.50076594016325, 1.41021962960661;"{""coordinates"": [[1.41021962960661, 43.50076594016325]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Lacroix-Falgarde
119";Mairie Lacroix-Falgarde;119;;;;;;;;;;
2;;43.6739197555849, 1.4558295209825343;"{""coordinates"": [[1.455829520982534, 43.6739197555849]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Launaguet
60";Mairie Launaguet;60;;;;;;;;;;
11;;43.6722810604677, 1.2844963280344022;"{""coordinates"": [[1.284496328034402, 43.6722810604677]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Mondonville
171 74 75";Mairie Mondonville;171 74 75;;;;;;;;;;
9;;43.50647782209839, 1.3910415669829543;"{""coordinates"": [[1.391041566982954, 43.50647782209839]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Pinsaguel
311 316 317";Mairie Pinsaguel;311 316 317;;;;;;;;;;
15;;43.50824999612581, 1.4568000009358884;"{""coordinates"": [[1.456800000935888, 43.50824999612581]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Vigoulet-Auzil
119";Mairie Vigoulet-Auzil;119;;;;;;;;;;
2;;43.525021045357796, 1.3444497668705047;"{""coordinates"": [[1.344449766870505, 43.525021045357796]], ""type"": ""MultiPoint""}";"Arrêt: Mairie Villeneuve Tolosane
58 85";Mairie Villeneuve Tolosane;58 85;;;;;;;;;;
9;;43.616291859152376, 1.2400906936526903;"{""coordinates"": [[1.24009069365269, 43.616291859152376]], ""type"": ""MultiPoint""}";"Arrêt: Mairie de Brax
32";Mairie de Brax;32;;;;;;;;;;
2;;43.56741261694829, 1.5069116281087975;"{""coordinates"": [[1.506911628108798, 43.56741261694829]], ""type"": ""MultiPoint""}";"Arrêt: Malepère
L09";Malepère;L09;;;;;;;;;;
